split	cohort	participant_id	session_id	task_name	wav_path	feature_csv	duration_sec	transcript
train	pediatric	052410	ce6cc786	silly-sounds-3	bridge2ai_pediatric_wav_v2/052410__ce6cc786__silly-sounds-3.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_052410_ce6cc786_silly-sounds-3.csv	3.8900	K, k, k, k, k.
train	pediatric	308761	e5646041	repeat-words-20	bridge2ai_pediatric_wav_v2/308761__e5646041__repeat-words-20.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_308761_e5646041_repeat-words-20.csv	3.3700	Pants, pants, pants
train	pediatric	204378	a8349069	picture-1	bridge2ai_pediatric_wav_v2/204378__a8349069__picture-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_204378_a8349069_picture-1.csv	1.7900	Web.
train	pediatric	957454	6cce400f	picture-description-1	bridge2ai_pediatric_wav_v2/957454__6cce400f__picture-description-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_957454_6cce400f_picture-description-1.csv	25.5100	I see a car. I see a dog. I see a flower. I see someone sitting on a couch. I see it's someone's birthday. I see someone's eating at a picnic. I see someone's in the water fountain. I see some people buying ice cream. And I see someone playing checkers.
train	pediatric	096089	b903d3a4	repeat-words-13	bridge2ai_pediatric_wav_v2/096089__b903d3a4__repeat-words-13.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_096089_b903d3a4_repeat-words-13.csv	2.0900	No, no, no.
train	pediatric	938935	2cea4473	repeat-words-19	bridge2ai_pediatric_wav_v2/938935__2cea4473__repeat-words-19.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_938935_2cea4473_repeat-words-19.csv	2.7700	Tree, tree, tree.
train	pediatric	160791	a6b38cd8	repeat-words-4	bridge2ai_pediatric_wav_v2/160791__a6b38cd8__repeat-words-4.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_160791_a6b38cd8_repeat-words-4.csv	2.9100	Five, five, five.
train	pediatric	010729	218720d1	picture-22	bridge2ai_pediatric_wav_v2/010729__218720d1__picture-22.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_010729_218720d1_picture-22.csv	1.2900	Hó.
train	pediatric	087086	c4338e3f	repeat-words-23	bridge2ai_pediatric_wav_v2/087086__c4338e3f__repeat-words-23.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_087086_c4338e3f_repeat-words-23.csv	5.1300	Pinch, pinch, pinch.
train	pediatric	468113	2ff24c8d	repeat-words-4	bridge2ai_pediatric_wav_v2/468113__2ff24c8d__repeat-words-4.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_468113_2ff24c8d_repeat-words-4.csv	4.4900	Five, five, five.
train	pediatric	052911	3824e76b	picture-14	bridge2ai_pediatric_wav_v2/052911__3824e76b__picture-14.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_052911_3824e76b_picture-14.csv	1.1500	Two.
train	pediatric	124979	07f5ab71	passage-1	bridge2ai_pediatric_wav_v2/124979__07f5ab71__passage-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_124979_07f5ab71_passage-1.csv	8.9100	That night I dream of the wild ride on the caterpillar.
train	pediatric	047346	00c7b076	repeat-words-24	bridge2ai_pediatric_wav_v2/047346__00c7b076__repeat-words-24.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_047346_00c7b076_repeat-words-24.csv	3.4500	Shatch, shatch, shatch.
train	pediatric	915956	8a3e0bcf	repeat-words-2	bridge2ai_pediatric_wav_v2/915956__8a3e0bcf__repeat-words-2.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_915956_8a3e0bcf_repeat-words-2.csv	2.2100	Need, need, need.
train	pediatric	052410	ce6cc786	picture-15	bridge2ai_pediatric_wav_v2/052410__ce6cc786__picture-15.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_052410_ce6cc786_picture-15.csv	1.6300	Was?
train	pediatric	568645	a9a8d9c8	repeat-words-15	bridge2ai_pediatric_wav_v2/568645__a9a8d9c8__repeat-words-15.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_568645_a9a8d9c8_repeat-words-15.csv	2.2100	Pond, pond, pond.
train	pediatric	939357	b04a4115	picture-3	bridge2ai_pediatric_wav_v2/939357__b04a4115__picture-3.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_939357_b04a4115_picture-3.csv	3.4900	Door
train	pediatric	330944	8956520b	repeat-words-6	bridge2ai_pediatric_wav_v2/330944__8956520b__repeat-words-6.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_330944_8956520b_repeat-words-6.csv	2.2700	Mouth, mouth, mouth.
train	pediatric	589566	70733117	picture-17	bridge2ai_pediatric_wav_v2/589566__70733117__picture-17.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_589566_70733117_picture-17.csv	1.5700	T.M.
train	pediatric	319448	d2fb42bb	passage-10	bridge2ai_pediatric_wav_v2/319448__d2fb42bb__passage-10.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_319448_d2fb42bb_passage-10.csv	15.4100	People were so scared they scammed us. We swept zoom fast, fast and faster along the track.
train	pediatric	110971	4592ab9c	silly-sounds-1	bridge2ai_pediatric_wav_v2/110971__4592ab9c__silly-sounds-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_110971_4592ab9c_silly-sounds-1.csv	6.2300	Puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh, puh
train	pediatric	961342	039baa24	repeat-words-6	bridge2ai_pediatric_wav_v2/961342__039baa24__repeat-words-6.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_961342_039baa24_repeat-words-6.csv	2.5500	Máð, máð, máð.
train	pediatric	978039	13e71e88	repeat-words-3	bridge2ai_pediatric_wav_v2/978039__13e71e88__repeat-words-3.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_978039_13e71e88_repeat-words-3.csv	1.9300	Skab, skab, skab.
train	pediatric	124979	07f5ab71	noisy-sounds-8	bridge2ai_pediatric_wav_v2/124979__07f5ab71__noisy-sounds-8.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_124979_07f5ab71_noisy-sounds-8.csv	2.6500	No, no, no.
train	pediatric	103723	dfeecc0a	long-sounds-1	bridge2ai_pediatric_wav_v2/103723__dfeecc0a__long-sounds-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_103723_dfeecc0a_long-sounds-1.csv	11.3100	Ah, ah, ah.
train	pediatric	052410	ce6cc786	picture-17	bridge2ai_pediatric_wav_v2/052410__ce6cc786__picture-17.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_052410_ce6cc786_picture-17.csv	1.8700	Fish
train	pediatric	103723	dfeecc0a	picture-7	bridge2ai_pediatric_wav_v2/103723__dfeecc0a__picture-7.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_103723_dfeecc0a_picture-7.csv	1.0700	Go.
train	pediatric	945117	be0a0420	picture-13	bridge2ai_pediatric_wav_v2/945117__be0a0420__picture-13.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_945117_be0a0420_picture-13.csv	1.4900	Boss
train	pediatric	971270	e5887a18	picture-26	bridge2ai_pediatric_wav_v2/971270__e5887a18__picture-26.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_971270_e5887a18_picture-26.csv	1.3300	Ball
train	pediatric	676246	18460326	repeat-words-12	bridge2ai_pediatric_wav_v2/676246__18460326__repeat-words-12.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_676246_18460326_repeat-words-12.csv	3.1500	Great, great, great.
train	pediatric	480758	d808e8dd	repeat-words-7	bridge2ai_pediatric_wav_v2/480758__d808e8dd__repeat-words-7.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_480758_d808e8dd_repeat-words-7.csv	4.8300	Mi Mi Mi
train	pediatric	874908	ae438a42	silly-sounds-1	bridge2ai_pediatric_wav_v2/874908__ae438a42__silly-sounds-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_874908_ae438a42_silly-sounds-1.csv	6.7500	Puh, puh, puh, puh, puh, puh, puh.
train	pediatric	693963	a8ed2622	noisy-sounds-7	bridge2ai_pediatric_wav_v2/693963__a8ed2622__noisy-sounds-7.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_693963_a8ed2622_noisy-sounds-7.csv	1.1500	Mamma.
train	pediatric	333513	53b3eb7d	picture-26	bridge2ai_pediatric_wav_v2/333513__53b3eb7d__picture-26.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_333513_53b3eb7d_picture-26.csv	1.8300	Vá.
train	pediatric	515528	2fa0dd9c	sentence-3	bridge2ai_pediatric_wav_v2/515528__2fa0dd9c__sentence-3.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_515528_2fa0dd9c_sentence-3.csv	2.6900	We were away a year ago.
train	pediatric	076243	4c858d6d	repeat-words-5	bridge2ai_pediatric_wav_v2/076243__4c858d6d__repeat-words-5.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_076243_4c858d6d_repeat-words-5.csv	2.8500	Five, five, five.
train	pediatric	933630	43d127c8	picture-21	bridge2ai_pediatric_wav_v2/933630__43d127c8__picture-21.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_933630_43d127c8_picture-21.csv	1.3700	Eyes.
train	pediatric	333513	53b3eb7d	repeat-words-21	bridge2ai_pediatric_wav_v2/333513__53b3eb7d__repeat-words-21.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_333513_53b3eb7d_repeat-words-21.csv	4.0100	Pants, pants, pants.
train	pediatric	216241	771442d3	picture-14	bridge2ai_pediatric_wav_v2/216241__771442d3__picture-14.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_216241_771442d3_picture-14.csv	1.0700	Shú.
train	pediatric	480758	d808e8dd	favorite-food-1	bridge2ai_pediatric_wav_v2/480758__d808e8dd__favorite-food-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_480758_d808e8dd_favorite-food-1.csv	4.1900	I love steak and I hate plums.
train	pediatric	742946	5e931bf6	picture-9	bridge2ai_pediatric_wav_v2/742946__5e931bf6__picture-9.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_742946_5e931bf6_picture-9.csv	1.1900	For it.
train	pediatric	945117	be0a0420	repeat-words-20	bridge2ai_pediatric_wav_v2/945117__be0a0420__repeat-words-20.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_945117_be0a0420_repeat-words-20.csv	2.1300	Sled, sled, sled.
train	pediatric	790650	484fc9ca	silly-sounds-5	bridge2ai_pediatric_wav_v2/790650__484fc9ca__silly-sounds-5.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_790650_484fc9ca_silly-sounds-5.csv	3.6300	Pakík, Pakík, Pakík.
train	pediatric	853671	e7143a54	picture-8	bridge2ai_pediatric_wav_v2/853671__e7143a54__picture-8.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_853671_e7143a54_picture-8.csv	1.2300	Dog
train	pediatric	813278	40a044ec	passage-7	bridge2ai_pediatric_wav_v2/813278__40a044ec__passage-7.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_813278_40a044ec_passage-7.csv	39.4700	After waiting in the line for 13 minutes, I made it to the front there where the man asked I measured my height to see if I was tall enough.
train	pediatric	480758	d808e8dd	repeat-words-8	bridge2ai_pediatric_wav_v2/480758__d808e8dd__repeat-words-8.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_480758_d808e8dd_repeat-words-8.csv	3.8500	Fred
train	pediatric	672936	908984e2	repeat-words-19	bridge2ai_pediatric_wav_v2/672936__908984e2__repeat-words-19.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_672936_908984e2_repeat-words-19.csv	1.9300	Tree tree tree.
train	pediatric	010729	218720d1	picture-15	bridge2ai_pediatric_wav_v2/010729__218720d1__picture-15.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_010729_218720d1_picture-15.csv	1.1100	Fish?
train	pediatric	494261	e4cde935	passage-7	bridge2ai_pediatric_wav_v2/494261__e4cde935__passage-7.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_494261_e4cde935_passage-7.csv	4.8700	I gave the man my coins, asked for change, and jumped on the curve.
train	pediatric	410535	ff738caa	picture-36	bridge2ai_pediatric_wav_v2/410535__ff738caa__picture-36.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_410535_ff738caa_picture-36.csv	1.7100	Hat
train	pediatric	642261	2585da34	sentence-3	bridge2ai_pediatric_wav_v2/642261__2585da34__sentence-3.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_642261_2585da34_sentence-3.csv	2.6100	We were away a year ago.
train	pediatric	824047	08406111	silly-sounds-2	bridge2ai_pediatric_wav_v2/824047__08406111__silly-sounds-2.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_824047_08406111_silly-sounds-2.csv	8.5300	Tta tta tta tta tta
train	pediatric	827874	1e185b0e	picture-16	bridge2ai_pediatric_wav_v2/827874__1e185b0e__picture-16.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_827874_1e185b0e_picture-16.csv	2.0500	Jam?
train	pediatric	973422	068f9d82	picture-22	bridge2ai_pediatric_wav_v2/973422__068f9d82__picture-22.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_973422_068f9d82_picture-22.csv	2.9100	Home.
train	pediatric	507687	76443bbb	repeat-words-5	bridge2ai_pediatric_wav_v2/507687__76443bbb__repeat-words-5.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_507687_76443bbb_repeat-words-5.csv	2.1700	Five, five, five.
train	pediatric	768353	7b72a59e	repeat-words-18	bridge2ai_pediatric_wav_v2/768353__7b72a59e__repeat-words-18.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_768353_7b72a59e_repeat-words-18.csv	2.6900	Tree, tree, tree
train	pediatric	589566	70733117	repeat-words-17	bridge2ai_pediatric_wav_v2/589566__70733117__repeat-words-17.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_589566_70733117_repeat-words-17.csv	2.6500	Sváið, sváið, sváið.
train	pediatric	284775	6396e0ea	picture-31	bridge2ai_pediatric_wav_v2/284775__6396e0ea__picture-31.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_284775_6396e0ea_picture-31.csv	1.2300	PIE
train	pediatric	091624	18f3a5af	noisy-sounds-2	bridge2ai_pediatric_wav_v2/091624__18f3a5af__noisy-sounds-2.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_091624_18f3a5af_noisy-sounds-2.csv	2.3100	Amma, amma, amma.
train	pediatric	938935	2cea4473	repeat-words-3	bridge2ai_pediatric_wav_v2/938935__2cea4473__repeat-words-3.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_938935_2cea4473_repeat-words-3.csv	2.3900	Skab, skab, skab.
train	pediatric	436335	5268030f	sentence-1	bridge2ai_pediatric_wav_v2/436335__5268030f__sentence-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_436335_5268030f_sentence-1.csv	3.4100	The blue spot is on the key again.
train	pediatric	791312	764f8f26	picture-13	bridge2ai_pediatric_wav_v2/791312__764f8f26__picture-13.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_791312_764f8f26_picture-13.csv	1.2300	Buzz
train	pediatric	364708	bcdac864	passage-10	bridge2ai_pediatric_wav_v2/364708__bcdac864__passage-10.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_364708_bcdac864_passage-10.csv	10.1500	People were so scared that people were so scared they screamed as we swiftly zoomed fast, fast and faster along the track.
train	pediatric	765734	69b687e9	picture-33	bridge2ai_pediatric_wav_v2/765734__69b687e9__picture-33.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_765734_69b687e9_picture-33.csv	1.0300	One.
train	pediatric	076708	b9bae028	picture-27	bridge2ai_pediatric_wav_v2/076708__b9bae028__picture-27.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_076708_b9bae028_picture-27.csv	1.4900	Rainbow.
train	pediatric	370095	24de2ec9	repeat-words-1	bridge2ai_pediatric_wav_v2/370095__24de2ec9__repeat-words-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_370095_24de2ec9_repeat-words-1.csv	3.1500	Smile, smile, smile.
train	pediatric	326201	146f04a2	passage-6	bridge2ai_pediatric_wav_v2/326201__146f04a2__passage-6.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_326201_146f04a2_passage-6.csv	8.1500	After waiting in line for 30 minutes, I made it to the front where the man measured my height to see if I was tall enough.
train	pediatric	938935	2cea4473	passage-6	bridge2ai_pediatric_wav_v2/938935__2cea4473__passage-6.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_938935_2cea4473_passage-6.csv	6.9900	After waiting in line for 30 minutes, I finally made it to the front where a man measured my height to see if I was tall.
train	pediatric	495800	813f9ed3	picture-22	bridge2ai_pediatric_wav_v2/495800__813f9ed3__picture-22.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_495800_813f9ed3_picture-22.csv	1.5300	Hum.
train	pediatric	300581	2ecf7f25	picture-26	bridge2ai_pediatric_wav_v2/300581__2ecf7f25__picture-26.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_300581_2ecf7f25_picture-26.csv	2.9100	Mayan
train	pediatric	216464	510cdad5	picture-9	bridge2ai_pediatric_wav_v2/216464__510cdad5__picture-9.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_216464_510cdad5_picture-9.csv	1.0300	For...
train	pediatric	804953	bd375cf7	silly-sounds-1	bridge2ai_pediatric_wav_v2/804953__bd375cf7__silly-sounds-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_804953_bd375cf7_silly-sounds-1.csv	4.6100	Pum, pum, pum, pum.
train	pediatric	727334	8ed38f7b	repeat-words-20	bridge2ai_pediatric_wav_v2/727334__8ed38f7b__repeat-words-20.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_727334_8ed38f7b_repeat-words-20.csv	2.7300	Sled, sled, sled.
train	pediatric	665515	28a15a90	picture-7	bridge2ai_pediatric_wav_v2/665515__28a15a90__picture-7.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_665515_28a15a90_picture-7.csv	1.2900	Köl
train	pediatric	676589	48a7b422	repeat-words-2	bridge2ai_pediatric_wav_v2/676589__48a7b422__repeat-words-2.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_676589_48a7b422_repeat-words-2.csv	2.1700	Neat, neat, neat.
train	pediatric	530954	a604d5c2	picture-30	bridge2ai_pediatric_wav_v2/530954__a604d5c2__picture-30.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_530954_a604d5c2_picture-30.csv	1.1500	Tíð
train	pediatric	353034	95dbfa6f	sentence-3	bridge2ai_pediatric_wav_v2/353034__95dbfa6f__sentence-3.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_353034_95dbfa6f_sentence-3.csv	3.1500	We were away a year ago.
train	pediatric	260517	d930cee8	passage-3	bridge2ai_pediatric_wav_v2/260517__d930cee8__passage-3.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_260517_d930cee8_passage-3.csv	10.3500	Do you like a muleman paw? Well, I hardly need to mule my house. I will try that for later.
train	pediatric	468113	2ff24c8d	repeat-words-22	bridge2ai_pediatric_wav_v2/468113__2ff24c8d__repeat-words-22.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_468113_2ff24c8d_repeat-words-22.csv	5.5500	Bad, bad, bad.
train	pediatric	144157	d2eeabef	picture-35	bridge2ai_pediatric_wav_v2/144157__d2eeabef__picture-35.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_144157_d2eeabef_picture-35.csv	1.8300	Three
train	pediatric	087086	c4338e3f	favorite-food-1	bridge2ai_pediatric_wav_v2/087086__c4338e3f__favorite-food-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_087086_c4338e3f_favorite-food-1.csv	7.2900	I really don't like celery or like bell peppers because of like the flavor and how like they taste.
train	pediatric	628383	ff512c69	repeat-words-20	bridge2ai_pediatric_wav_v2/628383__ff512c69__repeat-words-20.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_628383_ff512c69_repeat-words-20.csv	2.6100	Slep, slep, slep.
train	pediatric	076708	b9bae028	passage-9	bridge2ai_pediatric_wav_v2/076708__b9bae028__passage-9.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_076708_b9bae028_passage-9.csv	5.1300	Boy, I was scared. I thought to myself, there's no turning back now.
train	pediatric	831035	6a5c8d3b	picture-29	bridge2ai_pediatric_wav_v2/831035__6a5c8d3b__picture-29.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_831035_6a5c8d3b_picture-29.csv	1.1100	Tom.
train	pediatric	209924	54a7a589	picture-24	bridge2ai_pediatric_wav_v2/209924__54a7a589__picture-24.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_209924_54a7a589_picture-24.csv	1.1900	Five.
train	pediatric	110971	4592ab9c	long-sounds-1	bridge2ai_pediatric_wav_v2/110971__4592ab9c__long-sounds-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_110971_4592ab9c_long-sounds-1.csv	13.6500	A A A
train	pediatric	926546	803ceffe	picture-26	bridge2ai_pediatric_wav_v2/926546__803ceffe__picture-26.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_926546_803ceffe_picture-26.csv	1.2900	Lion.
train	pediatric	602812	d0551424	picture-25	bridge2ai_pediatric_wav_v2/602812__d0551424__picture-25.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_602812_d0551424_picture-25.csv	1.4100	Lion
train	pediatric	152978	b078df40	favorite-food-1	bridge2ai_pediatric_wav_v2/152978__b078df40__favorite-food-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_152978_b078df40_favorite-food-1.csv	11.9500	My favorite food is buttered chicken and I like to have it with rice.
train	pediatric	944949	200e1ca8	picture-35	bridge2ai_pediatric_wav_v2/944949__200e1ca8__picture-35.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_944949_200e1ca8_picture-35.csv	1.8300	Three
train	pediatric	665515	28a15a90	long-sounds-1	bridge2ai_pediatric_wav_v2/665515__28a15a90__long-sounds-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_665515_28a15a90_long-sounds-1.csv	3.2900	Ahhhhhhhhhh
train	pediatric	614367	995b2046	repeat-words-20	bridge2ai_pediatric_wav_v2/614367__995b2046__repeat-words-20.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_614367_995b2046_repeat-words-20.csv	2.8500	Slip, slip, slip.
train	pediatric	561160	5e701f69	repeat-words-8	bridge2ai_pediatric_wav_v2/561160__5e701f69__repeat-words-8.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_561160_5e701f69_repeat-words-8.csv	2.6100	Fed, Fed, Fed
train	pediatric	925955	224daa38	picture-3	bridge2ai_pediatric_wav_v2/925955__224daa38__picture-3.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_925955_224daa38_picture-3.csv	1.0700	Thor.
train	pediatric	412648	71d8f7b2	sentence-6	bridge2ai_pediatric_wav_v2/412648__71d8f7b2__sentence-6.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_412648_71d8f7b2_sentence-6.csv	3.4900	Peter will keep it back.
train	pediatric	925955	224daa38	repeat-words-2	bridge2ai_pediatric_wav_v2/925955__224daa38__repeat-words-2.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_925955_224daa38_repeat-words-2.csv	2.0500	Nýt, nýt, nýt.
train	pediatric	488071	8d6933ed	passage-3	bridge2ai_pediatric_wav_v2/488071__8d6933ed__passage-3.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_488071_8d6933ed_passage-3.csv	10.9700	Do you like parks? Well, I'm sure you do. To myself, I went twice last spring.
train	pediatric	971270	e5887a18	repeat-words-1	bridge2ai_pediatric_wav_v2/971270__e5887a18__repeat-words-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_971270_e5887a18_repeat-words-1.csv	2.9500	Smile, Smile, Smile
train	pediatric	353034	95dbfa6f	picture-6	bridge2ai_pediatric_wav_v2/353034__95dbfa6f__picture-6.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_353034_95dbfa6f_picture-6.csv	1.3700	Book
train	pediatric	794727	125eee78	noisy-sounds-11	bridge2ai_pediatric_wav_v2/794727__125eee78__noisy-sounds-11.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_794727_125eee78_noisy-sounds-11.csv	1.7500	Hvað, hvað, hvað, hvað.
train	pediatric	041673	c507455d	picture-25	bridge2ai_pediatric_wav_v2/041673__c507455d__picture-25.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_041673_c507455d_picture-25.csv	1.5300	Lion
train	pediatric	326201	146f04a2	naming-food-1	bridge2ai_pediatric_wav_v2/326201__146f04a2__naming-food-1.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_326201_146f04a2_naming-food-1.csv	10.4100	There's strawberries, mangoes, apples, carrots, cucumbers, oranges.
train	pediatric	041673	c507455d	passage-7	bridge2ai_pediatric_wav_v2/041673__c507455d__passage-7.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_041673_c507455d_passage-7.csv	4.6100	I gave the man my coins, asked for a change and jumped onto the cart.
train	pediatric	589566	70733117	picture-4	bridge2ai_pediatric_wav_v2/589566__70733117__picture-4.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_589566_70733117_picture-4.csv	1.4500	Head
train	pediatric	528892	b4392b08	picture-14	bridge2ai_pediatric_wav_v2/528892__b4392b08__picture-14.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_528892_b4392b08_picture-14.csv	1.4500	Sjú
train	pediatric	091624	18f3a5af	picture-36	bridge2ai_pediatric_wav_v2/091624__18f3a5af__picture-36.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_091624_18f3a5af_picture-36.csv	1.0300	Three.
train	pediatric	914297	5bdf62c9	picture-24	bridge2ai_pediatric_wav_v2/914297__5bdf62c9__picture-24.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_914297_5bdf62c9_picture-24.csv	1.4500	Five
train	pediatric	822069	8a33426b	picture-10	bridge2ai_pediatric_wav_v2/822069__8a33426b__picture-10.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_822069_8a33426b_picture-10.csv	1.1100	Leaf.
train	pediatric	506217	909d1039	picture-34	bridge2ai_pediatric_wav_v2/506217__909d1039__picture-34.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_506217_909d1039_picture-34.csv	1.8300	Two
train	pediatric	539296	00e2767b	passage-2	bridge2ai_pediatric_wav_v2/539296__00e2767b__passage-2.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_539296_00e2767b_passage-2.csv	9.0500	Taking a trip to the amusement park and riding on the caliper was my most memorable moment ever.
train	pediatric	326201	146f04a2	repeat-words-24	bridge2ai_pediatric_wav_v2/326201__146f04a2__repeat-words-24.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_326201_146f04a2_repeat-words-24.csv	2.9500	Pins, pins, pins.
train	pediatric	614259	b04932fb	silly-sounds-3	bridge2ai_pediatric_wav_v2/614259__b04932fb__silly-sounds-3.wav	bridge2ai_zipformer_full_all_tasks/mels/pediatric_614259_b04932fb_silly-sounds-3.csv	1.2300	Cuck-cuck.
